Record Id,Record Id (Revenue Forecast),Record Id (Account Name),Revenue Type,Account Owner,Independent Rep,Market,Products of Interest,Account Name (Account Name),Amount Expected,Amount Received,Revenue Month-Year, Updated forecast ,Sales comments,Opportunity Name,
zcrm_3679507000002836062,zcrm_3679507000146748128,zcrm_3679507000002309039,Royalty,Bernie Brafman,,Other,TrulyHandsFree,"Motorola Solutions, Inc.","$ 3,500.00",,2023！06,,,Voice for Radios,
zcrm_3679507000002642027,zcrm_3679507000107492156,zcrm_3679507000001542066,Royalty,Kurt Zhang,Cyberworkshop,IoT,TrulyHandsFree,Grandsun (Shenzhen Grandsun Electronic Co. Ltd),"$ 5,000.00",,2023！07,$ 0.00,Delayed,Grandsun IOT speaker,
zcrm_3679507000002640001,zcrm_3679507000146572040,zcrm_3679507000001246269,Royalty,Osamu Kurihara,Sensory - Japan,Other,TrulyHandsFree,"Koto Co., Ltd.","$ 2,000.00",,2023！06,,,Koto - Language Trainer (LT2.0) App,
zcrm_3679507000002640001,zcrm_3679507000146572041,zcrm_3679507000001246269,Royalty,Osamu Kurihara,Sensory - Japan,Other,TrulyHandsFree,"Koto Co., Ltd.","$ 1,000.00",,2023！09,,,Koto - Language Trainer (LT2.0) App,
zcrm_3679507000002507174,zcrm_3679507000049207266,zcrm_3679507000001241117,Royalty,Jeff Rogers,,IoT,TrulyHandsFree,"simplehuman, LLC","$ 1,000.00","$ 2,829.00",2023！04,,,simplehuman: Trash Can,
zcrm_3679507000002507174,zcrm_3679507000159824201,zcrm_3679507000001241117,Royalty,Jeff Rogers,,IoT,TrulyHandsFree,"simplehuman, LLC","$ 2,000.00",,2023！06,,,simplehuman: Trash Can,
zcrm_3679507000002064529,zcrm_3679507000150132283,zcrm_3679507000001246275,Royalty,Simon Jeong,ReignCom Tech LTD,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Sena Technologies, Inc.","$ 24,000.00",,2023！09,,,Bike Helmet,
zcrm_3679507000002064529,zcrm_3679507000150132284,zcrm_3679507000001246275,Royalty,Simon Jeong,ReignCom Tech LTD,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Sena Technologies, Inc.","$ 24,000.00",,2023！12,,,Bike Helmet,
zcrm_3679507000002064529,zcrm_3679507000128970278,zcrm_3679507000001246275,Royalty,Simon Jeong,ReignCom Tech LTD,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Sena Technologies, Inc.","$ 24,000.00","$ 28,922.40",2023！04,,,Bike Helmet,
zcrm_3679507000002064529,zcrm_3679507000137823001,zcrm_3679507000001246275,Royalty,Simon Jeong,ReignCom Tech LTD,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,"Sena Technologies, Inc.","$ 24,000.00",,2023！06,,,Bike Helmet,
zcrm_3679507000002064423,zcrm_3679507000150132266,zcrm_3679507000002495484,Royalty,Simon Jeong,ReignCom Tech LTD,Other,TrulyHandsFree,Samsung Electronics Co. Ltd,"$ 24,860.00",,2023！12,,,Digital Appliance,
zcrm_3679507000002064423,zcrm_3679507000159824182,zcrm_3679507000002495484,Royalty,Simon Jeong,ReignCom Tech LTD,Other,TrulyHandsFree,Samsung Electronics Co. Ltd,,"$ 33,810.50",2023！04,,,Digital Appliance,
zcrm_3679507000002064423,zcrm_3679507000150132267,zcrm_3679507000002495484,Royalty,Simon Jeong,ReignCom Tech LTD,Other,TrulyHandsFree,Samsung Electronics Co. Ltd,"$ 3,000.00",,2023！06,,,Digital Appliance,
zcrm_3679507000002064423,zcrm_3679507000150132268,zcrm_3679507000002495484,Royalty,Simon Jeong,ReignCom Tech LTD,Other,TrulyHandsFree,Samsung Electronics Co. Ltd,"$ 24,860.00",,2023！09,,,Digital Appliance,
zcrm_3679507000002058031,zcrm_3679507000128948034,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,Other,TrulyHandsFree,VTech Telecom,"$ 18,000.00",,2023！05,,,Vtech TTS (cordless phone)/SR/Voice Announce,
zcrm_3679507000002058031,zcrm_3679507000128948036,zcrm_3679507000001894015,Royalty,San Yuen,Cyberworkshop,Other,TrulyHandsFree,VTech Telecom,"$ 25,000.00",,2023！09,,,Vtech TTS (cordless phone)/SR/Voice Announce,
zcrm_3679507000002032136,zcrm_3679507000146572063,zcrm_3679507000037747003,Royalty,Osamu Kurihara,Sensory - Japan,Automotive,TrulyHandsFree,"Panasonic Automotive Systems Co.,Ltd.",$ 700.00,$ 701.40,2023！04,,,PanasonicAuto -THF for Voice Control HeadUnit (Honda and others),
zcrm_3679507000002032136,zcrm_3679507000146572064,zcrm_3679507000037747003,Royalty,Osamu Kurihara,Sensory - Japan,Automotive,TrulyHandsFree,"Panasonic Automotive Systems Co.,Ltd.","$ 1,000.00",,2023！06,,,PanasonicAuto -THF for Voice Control HeadUnit (Honda and others),
zcrm_3679507000002032136,zcrm_3679507000146572065,zcrm_3679507000037747003,Royalty,Osamu Kurihara,Sensory - Japan,Automotive,TrulyHandsFree,"Panasonic Automotive Systems Co.,Ltd.","$ 1,000.00",,2023！09,,,PanasonicAuto -THF for Voice Control HeadUnit (Honda and others),
zcrm_3679507000002024223,zcrm_3679507000150483028,zcrm_3679507000001241127,Royalty,Jeff Rogers,,IoT,TrulyHandsFree,J* (JStar - Josh.ai),"$ 3,500.00",,2023！09,,,Josh,
zcrm_3679507000002024223,zcrm_3679507000146627052,zcrm_3679507000001241127,Royalty,Jeff Rogers,,IoT,TrulyHandsFree,J* (JStar - Josh.ai),"$ 3,500.00","$ 3,964.90",2023！04,,,Josh,
zcrm_3679507000002024223,zcrm_3679507000150052141,zcrm_3679507000001241127,Royalty,Jeff Rogers,,IoT,TrulyHandsFree,J* (JStar - Josh.ai),"$ 3,500.00",,2023！06,,,Josh,
zcrm_3679507000001997242,zcrm_3679507000128892002,zcrm_3679507000001246173,Royalty,Sam Taban,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,SA Telecom Design,"$ 5,000.00",,2023！06,,,Senior,
zcrm_3679507000001997242,zcrm_3679507000129449002,zcrm_3679507000001246173,Royalty,Sam Taban,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,SA Telecom Design,"$ 5,000.00",,2023！09,,,Senior,
zcrm_3679507000001987067,zcrm_3679507000142557136,zcrm_3679507000001246206,Royalty,Osamu Kurihara,Sensory - Japan,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree; TrulySecureVoice,"NEC Personal Computers, Ltd.","$ 75,000.00","$ 76,476.60",2023！04,,,NEC PC - Desktop and Note PCs,
zcrm_3679507000001987067,zcrm_3679507000159824137,zcrm_3679507000001246206,Royalty,Osamu Kurihara,Sensory - Japan,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree; TrulySecureVoice,"NEC Personal Computers, Ltd.","$ 20,000.00",,2023！06,,,NEC PC - Desktop and Note PCs,
zcrm_3679507000001980003,zcrm_3679507000145249014,zcrm_3679507000001241186,Royalty,Bernie Brafman,,Other,TrulySecureFace,Daon Inc,"$ 50,000.00",,2023！06,,,IdentityX,
zcrm_3679507000001980003,zcrm_3679507000145249015,zcrm_3679507000001241186,Royalty,Bernie Brafman,,Other,TrulySecureFace,Daon Inc,"$ 90,000.00",,2023！09,,,IdentityX,
zcrm_3679507000001967394,zcrm_3679507000150052246,zcrm_3679507000000585117,Royalty,Jeff Rogers,,FinTech/ Enterprise/ Banking,TrulySecureFace,Veritran (On Time Mobile),"$ 10,000.00",,2023！06,,,Veritran,
zcrm_3679507000001967394,zcrm_3679507000150052247,zcrm_3679507000000585117,Royalty,Jeff Rogers,,FinTech/ Enterprise/ Banking,TrulySecureFace,Veritran (On Time Mobile),"$ 10,000.00",,2023！09,,,Veritran,
zcrm_3679507000001967328,zcrm_3679507000150483035,zcrm_3679507000125320036,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,Microsoft Corp.,"$ 5,000.00",,2023！09,,,Microsoft Headphones,
zcrm_3679507000001967328,zcrm_3679507000150052266,zcrm_3679507000125320036,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,Microsoft Corp.,"$ 5,000.00",,2023！06,,,Microsoft Headphones,
zcrm_3679507000001967110,zcrm_3679507000150052235,zcrm_3679507000135381109,Royalty,Jeff Rogers,,Automotive,TrulyHandsFree,Garmin Switzerland GmbH,"$ 25,000.00",,2023！06,,,Garmin,
zcrm_3679507000001967110,zcrm_3679507000150052236,zcrm_3679507000135381109,Royalty,Jeff Rogers,,Automotive,TrulyHandsFree,Garmin Switzerland GmbH,"$ 20,000.00",,2023！09,,,Garmin,
zcrm_3679507000001778021,zcrm_3679507000128970101,zcrm_3679507000002495335,Support,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),$ 260.00,,2023！09,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000128970102,zcrm_3679507000002495335,Support,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),$ 260.00,,2023！10,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000159608030,zcrm_3679507000002495335,Royalty,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),"$ 100,000.00",,2023！12,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000128970055,zcrm_3679507000002495335,Royalty,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),,"$ 87,144.66",2023！04,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000128970103,zcrm_3679507000002495335,Support,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),$ 260.00,,2023！11,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000128970096,zcrm_3679507000002495335,Support,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),$ 260.00,,2023！04,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000155627001,zcrm_3679507000002495335,Royalty,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),"$ 100,000.00",,2023！09,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000128970097,zcrm_3679507000002495335,Support,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),$ 260.00,,2023！05,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000128970098,zcrm_3679507000002495335,Support,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),$ 260.00,,2023！06,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000128970099,zcrm_3679507000002495335,Support,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),$ 260.00,,2023！07,,,LG TV Y2020,
zcrm_3679507000001778021,zcrm_3679507000128970100,zcrm_3679507000002495335,Support,Simon Jeong,ReignCom Tech LTD,IoT/ Appliance/ Consumer & Home Electronics,TrulyHandsFree,LG HE(TV),$ 260.00,,2023！08,,,LG TV Y2020,
zcrm_3679507000001542015,zcrm_3679507000148853094,zcrm_3679507000001246188,Royalty,Jeff Rogers,,Other,TrulyHandsFree,RN Chidakashi Technologies Pvt. Ltd,"$ 50,000.00",,2023！06,,,"RN Chidakashi: Emotix/Emotix: Miko, Robot",
zcrm_3679507000001542015,zcrm_3679507000148853095,zcrm_3679507000001246188,Royalty,Jeff Rogers,,Other,TrulyHandsFree,RN Chidakashi Technologies Pvt. Ltd,"$ 50,000.00",,2023！09,,,"RN Chidakashi: Emotix/Emotix: Miko, Robot",
zcrm_3679507000001478368,zcrm_3679507000145352003,zcrm_3679507000001241180,Royalty,Bernie Brafman,,Automotive,TrulyHandsFree,"Omnitracs, LLC","$ 5,000.00",,2023！06,,,Omnitracs: IVG (Intelligent Vehicle Gateway),
zcrm_3679507000001478368,zcrm_3679507000145352004,zcrm_3679507000001241180,Royalty,Bernie Brafman,,Automotive,TrulyHandsFree,"Omnitracs, LLC","$ 5,000.00",,2023！09,,,Omnitracs: IVG (Intelligent Vehicle Gateway),
zcrm_3679507000001478368,zcrm_3679507000145352002,zcrm_3679507000001241180,Royalty,Bernie Brafman,,Automotive,TrulyHandsFree,"Omnitracs, LLC","$ 4,687.00","$ 4,687.75",2023！04,,,Omnitracs: IVG (Intelligent Vehicle Gateway),
zcrm_3679507000001345048,zcrm_3679507000106772027,zcrm_3679507000001241111,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,PLANTRONICS,"$ 150,000.00","$ 136,012.07",2023！04,,,Poly - RELEASED PRODUCT FORECAST,
zcrm_3679507000001345048,zcrm_3679507000106772035,zcrm_3679507000001241111,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,PLANTRONICS,"$ 100,000.00",,2023！09,,,Poly - RELEASED PRODUCT FORECAST,
zcrm_3679507000001345048,zcrm_3679507000106772039,zcrm_3679507000001241111,Royalty,Jeff Rogers,,PC/ Mobile/ Wearables/ Cameras,TrulyHandsFree,PLANTRONICS,"$ 130,000.00",,2023！06,,,Poly - RELEASED PRODUCT FORECAST,
zcrm_3679507000000906021,zcrm_3679507000150132296,zcrm_3679507000001301460,Royalty,Simon Jeong,,PC/ Mobile/ Wearables/ Cameras,TrulySecureFace,HMD Global Oy,$ 300.00,$ 282.96,2023！04,,,HMD with TS,
